List,Accession,Symbol,Protein Name,Proteomics,No. of peptides,MaxScore,Vasomotricity,BBB-Specific Proteins,Tight Junction and/or Adhesion Proteins,Membrane Transporter and Channel Proteins,ECM and Basal Lamina Proteins,Chun et al.,,
List 1 and 2,Q91W89,MAN2C1,Alpha-mannosidase 2C1,,,,,,,,,,,
List 1 and 2,A2RT91,ANKAR,Ankyrin and armadillo repeat-containing protein,,,,,,,,,,,
List 1 and 2,Q8K0L0,ASB2,Ankyrin repeat and SOCS box protein 2,,,,,,,,,,,
List 1 and 2,Q811D2,ANKRD26,Ankyrin repeat domain-containing protein 26,,,,,,,,,,,
List 1 and 2,Q8VE42,ANKRD49,Ankyrin repeat domain-containing protein 49,,,,,,,,,,,
List 1 and 2,Q9JIX8,ACIN1,Apoptotic chromatin condensation inducer in the nucleus,,,,,,,,,,,
List 1 and 2,Q8R4I1,ATXN7,Ataxin-7,,,,,,,,,,,
List 1 and 2,Q61102,ABCB7,"ATP-binding cassette sub-family B member 7, mitochondrial",,,,,,,Yes,,Yes,,
List 1 and 2,Q9CQ28,ATPBD4,ATP-binding domain-containing protein 4,,,,,,,,,,,
List 1 and 2,P97794,KCNJ8,ATP-sensitive inward rectifier potassium channel 8,,,,Yes,,,,,,,
List 1 and 2,O70318,EPB41L2,Band 4.1-like protein 2,,,,,,,,,,,
List 1 and 2,Q9QZK2,BCAR3,Breast cancer anti-estrogen resistance protein 3,,,,,,,,,,,
List 1 and 2,Q6Q473,CLCA4,Calcium-activated chloride channel regulator 4,,,,,,,,,,,
List 1 and 2,Q9D6P8,CALML3,Calmodulin-like protein 3,,,,,,,,,,,
List 1 and 2,Q9ER65,CLSTN2,Calsyntenin-2,,,,,,,,,,,
List 1 and 2,P70343,CASP4,Caspase-4,,,,,,,,,,,
List 1 and 2,P70348,GCM1,Chorion-specific transcription factor GCMa,,,,,,,,,,,
List 1 and 2,Q06194,F8,Coagulation factor VIII,,,,,,,,,,,
List 1 and 2,Q2UY11,COL28A1,Collagen alpha-1(XXVIII) chain,,,,,,,,Yes,,,
List 1 and 2,P25318,COL8A2,Collagen alpha-2(VIII) chain,,,,,,,,Yes,,,
List 1 and 2,A6H584,COL6A5,Collagen alpha-5(VI) chain,,,,,,,,Yes,,,
List 1 and 2,P01029,C4B,Complement C4-B,,,,,,,,,,,
List 1 and 2,Q8CIN6,CELF3,CUGBP Elav-like family member 3,,,,,,,,,,,
List 1 and 2,Q7TN33,CELF6,CUGBP Elav-like family member 6,,,,,,,,,,,
List 1 and 2,Q3TCH7,CUL4A,Cullin-4A,,,,,,,,,,,
List 1 and 2,Q6PDL0,DYNC1LI2,Cytoplasmic dynein 1 light intermediate chain 2,,,,,,,,,,,
List 1 and 2,Q8R0Y6,ALDH1L1,Cytosolic 10-formyltetrahydrofolate dehydrogenase,,,,,Yes,,,,Yes,,
List 1 and 2,Q9Z1T5,DEAF1,Deformed epidermal autoregulatory factor 1 homolog,,,,,,,,,,,
List 1 and 2,Q9EQ28,POLD3,DNA polymerase delta subunit 3,,,,,,,,,,,
List 1 and 2,Q99M87,DNAJA3,"DnaJ homolog subfamily A member 3, mitochondrial",,,,,,,,,,,
List 1 and 2,Q61010,DTX1,E3 ubiquitin-protein ligase DTX1,,,,,,,,,,,
List 1 and 2,P97366,EVI5,Ecotropic viral integration site 5 protein,,,,,,,,,,,
List 1 and 2,Q3TLP5,ECHDC2,"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial",,,,,,,,,,,
List 1 and 2,Q9D952,EVPL,Envoplakin,,,,,,,,,,,
List 1 and 2,Q8R5F8,EPS8L1,Epidermal growth factor receptor kinase substrate 8-like protein 1,,,,,,,,,,,
List 1 and 2,Q7TQA3,SDR16C5,Epidermal retinol dehydrogenase 2,,,,,,,,,,,
List 1 and 2,Q8K007,SULF1,Extracellular sulfatase Sulf-1,,,,,,,,,,,
List 1 and 2,Q8BGE5,FANCM,Fanconi anemia group M protein homolog,,,,,,,,,,,
List 1 and 2,P19096,FASN,Fatty acid synthase,,,,,,,,,,,
List 1 and 2,Q8K1B8,FERMT3,Fermitin family homolog 3,,,,,,,,,,,
List 1 and 2,Q6P6L0,FILIP1L,Filamin A-interacting protein 1-like,,,,,,,,,,,
List 1 and 2,P48760,FPGS,"Folylpolyglutamate synthase, mitochondrial",,,,,,,,,,,
List 1 and 2,Q8K284,GTF3C1,General transcription factor 3C polypeptide 1,,,,,,,,,,,
List 1 and 2,P23819,GRIA2,Glutamate receptor 2,,,,,,,,,,,
List 1 and 2,Q6IR34,GPSM1,G-protein-signaling modulator 1,,,,,,,,,,,
List 1 and 2,P70224,GIMAP1,GTPase IMAP family member 1,,,,,,,,,,,
List 1 and 2,Q61696,HSPA1A,Heat shock 70 kDa protein 1A,,,,,Yes,,,,Yes,,
List 1 and 2,O08983,HPS1,Hermansky-Pudlak syndrome 1 protein homolog,,,,,,,,,,,
List 1 and 2,Q8CGP5,HIST1H2AF,Histone H2A type 1-F,,,,,,,,,,,
List 1 and 2,Q3THW5,H2AFV,Histone H2A.V,,,,,,,,,,,
List 1 and 2,A2ARP1,PPIP5K1,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1,,,,,,,,,,,
List 1 and 2,Q8BKE9,IFT74,Intraflagellar transport protein 74 homolog,,,,,,,,,,,
List 1 and 2,Q61765,KRT31,"Keratin, type I cuticular Ha1",,,,,,,,,,,
List 1 and 2,Q62168,KRT32,"Keratin, type I cuticular Ha2",,,,,,,,,,,
List 1 and 2,P02535,KRT10,"Keratin, type I cytoskeletal 10",,,,,,,,,,,
List 1 and 2,P08730,KRT13,"Keratin, type I cytoskeletal 13",,,,,,,,,,,
List 1 and 2,A1L317,KRT24,"Keratin, type I cytoskeletal 24",,,,,,,,,,,
List 1 and 2,Q9ERE2,KRT81,"Keratin, type II cuticular Hb1",,,,,,,,,,,
List 1 and 2,P04104,KRT1,"Keratin, type II cytoskeletal 1",,,,,,,,,,,
List 1 and 2,Q6IFZ6,KRT77,"Keratin, type II cytoskeletal 1b",,,,,,,,,,,
List 1 and 2,Q3TTY5,KRT2,"Keratin, type II cytoskeletal 2 epidermal",,,,,,,,,,,
List 1 and 2,Q922U2,KRT5,"Keratin, type II cytoskeletal 5",,,,,,,,,,,
List 1 and 2,Q8K1C9,LRRC41,Leucine-rich repeat-containing protein 41,,,,,,,,,,,
List 1 and 2,Q66JT1,LRRC8E,Leucine-rich repeat-containing protein 8E,,,,,,,,,,,
List 1 and 2,Q62240,KDM5D,Lysine-specific demethylase 5D,,,,,,,,,,,
List 1 and 2,O08746,MATN2,Matrilin-2,,,,,,,,,,,
List 1 and 2,Q8K3F2,MMP21,Matrix metalloproteinase-21,,,,,,,,,,,
List 1 and 2,O08789,MNT,Max-binding protein MNT,,,,,,,,,,,
List 1 and 2,Q6RHR9,MAGI1,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1",,,,,,Yes,,,Yes,,
List 1 and 2,P47802,MTX1,Metaxin-1,,,,,,,,,,,
List 1 and 2,O55236,RNGTT,mRNA-capping enzyme,,,,,,,,,,,
List 1 and 2,Q6ZWR6,SYNE1,Nesprin-1,,,,,,,,,,,
List 1 and 2,Q6ZWQ0,SYNE2,Nesprin-2,,,,,,,,,,,
List 1 and 2,Q8R3N1,NOP14,Nucleolar protein 14,,,,,,,,,,,
List 1 and 2,Q9JIK5,DDX21,Nucleolar RNA helicase 2,,,,,,,,,,,
List 1 and 2,Q9D478,ODF2L,Outer dense fiber protein 2-like,,,,,,,,,,,
List 1 and 2,P35454,OXT,Oxytocin-neurophysin 1,,,,,,,,,,,
List 1 and 2,P09084,PAX1,Paired box protein Pax-1,,,,,,,,,,,
List 1 and 2,Q14C51,PTCD3,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial",,,,,,,,,,,
List 1 and 2,A2A5I3,R3HDML,Peptidase inhibitor R3HDML,,,,,,,,,,,
List 1 and 2,Q6Y7W8,GIGYF2,PERQ amino acid-rich with GYF domain-containing protein 2,,,,,,,,,,,
List 1 and 2,P16301,LCAT,Phosphatidylcholine-sterol acyltransferase,,,,,,,,,,,
List 1 and 2,Q6P549,INPPL1,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",,,,,,,,,,,
List 1 and 2,P97813,PLD2,Phospholipase D2,,,,,,,,,,,
List 1 and 2,Q99LS3,PSPH,Phosphoserine phosphatase,,,,,,,,,,,
List 1 and 2,P0C5E4,PTPRQ,Phosphotidylinositol phosphatase PTPRQ,,,,,,,,,,,
List 1 and 2,Q9QXS1,PLEC,Plectin,,,,,,,,,,,
List 1 and 2,Q8R0N9,ZDHHC1,Probable palmitoyltransferase ZDHHC1,,,,,,,,,,,
List 1 and 2,Q6GQV1,FAM196B,Protein FAM196B,,,,,,,,,,,
List 1 and 2,Q505G4,LDOC1L,Protein LDOC1L,,,,,,,,,,,
List 1 and 2,Q8K4L4,POF1B,Protein POF1B,,,,,,,,,,,
List 1 and 2,Q7TSC1,PRRC2A,Protein PRRC2A,,,,,,,,,,,
List 1 and 2,B2RUP2,UNC13D,Protein unc-13 homolog D,,,,,,,,,,,
List 1 and 2,Q8CJ19,MICAL3,Protein-methionine sulfoxide oxidase MICAL3,,,,,,,,,,,
List 1 and 2,Q3TXX3,ZFYVE27,Protrudin,,,,,,,,,,,
List 1 and 2,O35286,DHX15,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,,,,,,,,,,,
List 1 and 2,Q8BX57,PXK,PX domain-containing protein kinase-like protein,,,,,,,,,,,
List 1 and 2,Q8BZ36,RINT1,RAD50-interacting protein 1,,,,,,,,,,,
List 1 and 2,Q9EQZ6,RAPGEF4,Rap guanine nucleotide exchange factor 4,,,,,,,,,,,
List 1 and 2,Q6NTA4,RRAGB,Ras-related GTP-binding protein B,,,,,,,,,,,
List 1 and 2,P62492,RAB11A,Ras-related protein Rab-11A,,,,,,,,,,,
List 1 and 2,Q9DBZ9,SYDE1,Rho GTPase-activating protein SYDE1,,,,,,,,,,,
List 1 and 2,Q60875,ARHGEF2,Rho guanine nucleotide exchange factor 2,,,,,,,,,,,
List 1 and 2,Q3UPH7,ARHGEF40,Rho guanine nucleotide exchange factor 40,,,,,,,,,,,
List 1 and 2,Q9CR50,RCHY1,RING finger and CHY zinc finger domain-containing protein 1,,,,,,,,,,,
List 1 and 2,Q3UZ01,RNPC3,RNA-binding protein 40,,,,,,,,,,,
List 1 and 2,Q2VLH6,CD163,Scavenger receptor cysteine-rich type 1 protein M130,,,,,,,,,,,
List 1 and 2,A7TZF0,SKINT3,Selection and upkeep of intraepithelial T-cells protein 3,,,,,,,,,,,
List 1 and 2,Q6PDM2,SRSF1,Serine/arginine-rich splicing factor 1,,,,,,,,,,,
List 1 and 2,P83741,WNK1,Serine/threonine-protein kinase WNK1,,,,,,Yes,,,Yes,,
List 1 and 2,A2AAY5,SH3PXD2B,SH3 and PX domain-containing protein 2B,,,,,,,,,,,
List 1 and 2,Q80VA5,SH3TC2,SH3 domain and tetratricopeptide repeat-containing protein 2,,,,,,,,,,,
List 1 and 2,O08641,SH3YL1,SH3 domain-containing YSC84-like protein 1,,,,,,,,,,,
List 1 and 2,Q7TSY8,SGOL2,Shugoshin-like 2,,,,,,,,,,,
List 1 and 2,Q6NZL8,SCUBE1,"Signal peptide, CUB and EGF-like domain-containing protein 1",,,,,,,,,,,
List 1 and 2,Q8BX46,SKOR1,SKI family transcriptional corepressor 1,,,,,,,,,,,
List 1 and 2,Q91Z69,SRGAP1,SLIT-ROBO Rho GTPase-activating protein 1,,,,,,,,,,,
List 1 and 2,Q9WTU3,SCN8A,Sodium channel protein type 8 subunit alpha,,,,,,,,,,,
List 1 and 2,Q8K0E3,SLC5A11,Sodium/myo-inositol cotransporter 2,,,,,,,Yes,,,,
List 1 and 2,Q60825,SLC34A1,Sodium-dependent phosphate transport protein 2A,,,,,,,Yes,,,,
List 1 and 2,Q8C0N0,GM4922,Sperm motility kinase Z,,,,,,,,,,,
List 1 and 2,Q8K1N4,SPATS2,Spermatogenesis-associated serine-rich protein 2,,,,,,,,,,,
List 1 and 2,Q62407,SPEG,Striated muscle-specific serine/threonine-protein kinase,,,,,,,,,,,
List 1 and 2,P58735,SLC26A1,Sulfate anion transporter 1,,,,,,,Yes,,,,
List 1 and 2,Q8BJS4,SUN2,SUN domain-containing protein 2,,,,,,,,,,,
List 1 and 2,O08992,SDCBP,Syntenin-1,,,,,,,,,,,
List 1 and 2,Q60949,TBC1D1,TBC1 domain family member 1,,,,,,,,,,,
List 1 and 2,P22091,TAL1,T-cell acute lymphocytic leukemia protein 1 homolog,,,,,,,,,,,
List 1 and 2,Q717B2,TDPOZ2,TD and POZ domain-containing protein 2,,,,,,,,,,,
List 1 and 2,O55013,TRAPPC3,Trafficking protein particle complex subunit 3,,,,,,,,,,,
List 1 and 2,Q8CFK2,BRF1,Transcription factor IIIB 90 kDa subunit,,,,,,,,,,,
List 1 and 2,P40645,SOX6,Transcription factor SOX-6,,,,,,,,,,,
List 1 and 2,Q9D2H5,TRIM42,Tripartite motif-containing protein 42,,,,,,,,,,,
List 1 and 2,O88623,USP2,Ubiquitin carboxyl-terminal hydrolase 2,,,,,,,,,,,
List 1 and 2,P62984,UBA52,Ubiquitin-60S ribosomal protein L40,,,,,,,,,,,
List 1 and 2,O70373,XIRP1,Xin actin-binding repeat-containing protein 1,,,,,,,,,,,
List 1 and 2,P10078,ZFP28,Zinc finger protein 28,,,,,,,,,,,
List 1 and 2,Q80TS5,ZNF423,Zinc finger protein 423,,,,,,,,,,,
List 1 and 2,Q6KAS7,ZNF521,Zinc finger protein 521,,,,,,,,,,,
List 1 and 2,Q6NXK2,ZNF532,Zinc finger protein 532,,,,,,,,,,,
List 1,P35762,CD81,CD81 antigen,Both,3,132,,,,,,,,
List 1,P21550,ENO3,Beta-enolase,Both,2,128,,,,,,,,
List 1,P70333,HNRNPH2,Heterogeneous nuclear ribonucleoprotein H2,Both,3,119,,,,,,,,
List 1,Q8R1I1,UQCR10,Cytochrome b-c1 complex subunit 9,Both,2,109,,,,,,,,
List 1,Q9CQX2,CYB5B,Cytochrome b5 type B,Both,3,104,,,,,,,,
List 1,Q9D2G2,DLST,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",Both,7,101,,,,,,,,
List 1,Q9DC70,NDUFS7,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",Both,2,101,,,,,,,,
List 1,P61164,ACTR1A,Alpha-centractin,Both,2,98,,,,,,,,
List 1,Q00PI9,HNRNPUL2,Heterogeneous nuclear ribonucleoprotein U-like protein 2,Both,5,95,,,,,,,,
List 1,Q91X78,ERLIN1,Erlin-1,Both,2,94,,,,,,,,
List 1,Q61735,CD47,Leukocyte surface antigen CD47,Both,2,93,,,,,,,,
List 1,Q9DCD0,PGD,"6-phosphogluconate dehydrogenase, decarboxylating",Both,3,92,,,,,,,,
List 1,O35682,MYADM,Myeloid-associated differentiation marker,Both,2,89,,,,,,,,
List 1,Q9DBF1,ALDH7A1,Alpha-aminoadipic semialdehyde dehydrogenase,Both,5,88,,,,,,,,
List 1,Q9D3D9,ATP5D,"ATP synthase subunit delta, mitochondrial",Both,4,87,,,,,,,,
List 1,P45591,CFL2,Cofilin-2,Both,2,86,,,,,,,,
List 1,P50543,S100A11,Protein S100-A11,Both,5,85,,,,,,,,
List 1,P68033,ACTC1,"Actin, alpha cardiac muscle 1",Both,3,84,,,,,,,,
List 1,Q9Z2I8,SUCLG2,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",Both,2,84,,,,,,,,
List 1,P63276,RPS17,40S ribosomal protein S17,Both,3,80,,,,,,,,
List 1,O35643,AP1B1,AP-1 complex subunit beta-1,Both,4,80,,,,,,,,
List 1,Q99JI1,MUSTN1,Musculoskeletal embryonic nuclear protein 1,Both,2,80,,,,,,,,
List 1,O70251,EEF1B,Elongation factor 1-beta,Both,2,79,,,,,,,,
List 1,Q812C9,AOC2,Retina-specific copper amine oxidase,Both,2,78,,,,,,,,
List 1,P47955,RPLP1,60S acidic ribosomal protein P1,Both,2,77,,,,,,,,
List 1,Q9CQ69,UQCRQ,Cytochrome b-c1 complex subunit 8,Both,2,77,,,,,,,,
List 1,O70503,HSD17B12,Estradiol 17-beta-dehydrogenase 12,Both,2,77,,,,,,,,
List 1,P63325,RPS10,40S ribosomal protein S10,Both,2,74,,,,,,,,
List 1,P62855,RPS26,40S ribosomal protein S26,Both,2,74,,,,,,,,
List 1,P56395,CYB5A,Cytochrome b5,Both,3,74,,,,,,,,
List 1,Q9CXW4,RPL11,60S ribosomal protein L11,Both,4,73,,,,,,,,
List 1,P51410,RPL9,60S ribosomal protein L9,Both,2,73,,,,,,,,
List 1,Q8K057,IFT80,Intraflagellar transport protein 80 homolog,Both,2,73,,,,,,,,
List 1,Q91V41,RAB14,Ras-related protein Rab-14,Both,4,73,,,,,,,,
List 1,P53026,RPL10A,60S ribosomal protein L10a,Both,2,72,,,,,,,,
List 1,P62858,RPS28,40S ribosomal protein S28,Both,2,70,,,,,,,,
List 1,O54931,AKAP2,A-kinase anchor protein 2,Both,2,70,,,,,,,,
List 1,Q9Z1X4,ILF3,Interleukin enhancer-binding factor 3,Both,2,70,,,,,,,,
List 1,Q8BP67,RPL24,60S ribosomal protein L24,Both,2,69,,,,,,,,
List 1,P28843,DPP4,Dipeptidyl peptidase 4,Both,4,69,,,,,,,,
List 1,P60202,PLP1,Myelin proteolipid protein,Both,2,69,,,,,,,,
List 1,P61089,UBE2N,Ubiquitin-conjugating enzyme E2 N,Both,2,68,,,,,,,,
List 1,Q05BC3,EML1,Echinoderm microtubule-associated protein-like 1,Both,2,67,,,,,,,,
List 1,Q9JKM7,RAB37,Ras-related protein Rab-37,Both,2,67,,,,,,,,
List 1,Q9R1Q8,TAGLN3,Transgelin-3,Both,2,67,,,,,,,,
List 1,Q059Y8,DCST1,DC-STAMP domain-containing protein 1,Both,2,66,,,,,,,,
List 1,Q8BG40,KATNB1,Katanin p80 WD40 repeat-containing subunit B1,Both,2,66,,,,,,,,
List 1,Q8K3B1,FBXO45,F-box/SPRY domain-containing protein 1,Both,3,65,,,,,,,,
List 1,O54962,BANF1,Barrier-to-autointegration factor,Both,2,64,,,,,,,,
List 1,Q8K400,STXBP5,Syntaxin-binding protein 5,Both,2,64,,,,,,,,
List 1,Q61011,GNB3,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3,Both,3,63,,,,,,,,
List 1,P62918,RPL8,60S ribosomal protein L8,Both,5,62,,,,,,,,
List 1,Q9CPX8,UQCR,Cytochrome b-c1 complex subunit 10,Both,2,62,,,,,,,,
List 1,Q61080,FOXF1,Forkhead box protein F1,Both,3,62,,,,,,,,
List 1,Q9D2Z8,KIF12,Kinesin-like protein KIF12,Both,2,62,,,,,,,,
List 1,P97352,S100A13,Protein S100-A13,Both,2,62,,,,,,,,
List 1,Q9CR57,RPL14,60S ribosomal protein L14,Both,4,61,,,,,,,,
List 1,P63158,HMGB1,High mobility group protein B1,Both,2,61,,,,,,,,
List 1,Q9WUB0,RBCK1,RanBP-type and C3HC4-type zinc finger-containing protein 1,Both,2,61,,,,,,,,
List 1,Q91Z67,SRGAP2,SLIT-ROBO Rho GTPase-activating protein 2,Both,3,61,,,,,,,,
List 1,Q3TIV5,ZC3H15,Zinc finger CCCH domain-containing protein 15,Both,2,61,,,,,,,,
List 1,Q3UW68,CAPN13,Calpain-13,Both,2,60,,,,,,,,
List 1,P40240,CD9,CD9 antigen,Both,2,60,,,,,,,,
List 1,Q9CPQ1,COX6C,Cytochrome c oxidase subunit 6C,Both,4,60,,,,,,,,
List 1,Q3UIL6,PLEKHA7,Pleckstrin homology domain-containing family A member 7,Both,2,60,,,,,,,,
List 1,Q6PD03,PPP2R5A,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform,Both,2,60,,,,,,,,
List 1,Q80YD1,SUPV3L1,"ATP-dependent RNA helicase SUPV3L1, mitochondrial",Both,2,59,,,,,,,,
List 1,P97501,FMO3,Dimethylaniline monooxygenase [N-oxide-forming] 3,Both,2,59,,,,,,,,
List 1,Q61850,FOXC2,Forkhead box protein C2,Both,2,59,,,,,,,,
List 1,Q61418,CLCN4,H(+)/Cl(-) exchange transporter 4,Both,2,59,,,,,,,,
List 1,Q6PZE0,MUC19,Mucin-19,Both,2,59,,,,,,,,
List 1,Q9R0G8,NRK,Nik-related protein kinase,Both,2,59,,,,,,,,
List 1,P15533,TRIM30,Tripartite motif-containing protein 30A,Both,2,59,,,,,,,,
List 1,Q8C0P7,ZNF451,Zinc finger protein 451,Both,2,59,,,,,,,,
List 1,Q925Q8,DACH2,Dachshund homolog 2,Both,2,58,,,,,,,,
List 1,B2RY04,DOCK5,Dedicator of cytokinesis protein 5,Both,2,58,,,,,,,,
List 1,Q9DCM2,GSTK1,Glutathione S-transferase kappa 1,Both,2,58,,,,,,,,
List 1,Q8R1N4,NUDCD3,NudC domain-containing protein 3,Both,2,58,,,,,,,,
List 1,Q5I1X5,PPP1R13L,RelA-associated inhibitor,Both,2,58,,,,,,,,
List 1,Q80ZX8,SPAG1,Sperm-associated antigen 1,Both,2,58,,,,,,,,
List 1,Q8CGA2,TBC1D14,TBC1 domain family member 14,Both,2,58,,,,,,,,
List 1,O70494,SP3,Transcription factor Sp3,Both,2,58,,,,,,,,
List 1,P62751,RPL23A,60S ribosomal protein L23a,Both,5,57,,,,,,,,
List 1,Q810I2,TRIM50,E3 ubiquitin-protein ligase TRIM50,Both,2,57,,,,,,,,
List 1,Q9EPC2,FGF23,Fibroblast growth factor 23,Both,2,57,,,,,,,,
List 1,O54865,GUCY1B3,Guanylate cyclase soluble subunit beta-1,Both,4,57,,,,,,,,
List 1,Q8C3F7,KLHL30,Kelch-like protein 30,Both,2,57,,,,,,,,
List 1,Q3TV65,MPND,MPN domain-containing protein,Both,2,57,,,,,,,,
List 1,Q9DBN9,DDX59,Probable ATP-dependent RNA helicase DDX59,Both,2,57,,,,,,,,
List 1,Q61598,GDI2,Rab GDP dissociation inhibitor beta,Both,3,57,,,,,,,,
List 1,Q7TN75,PEG10,Retrotransposon-derived protein PEG10,Both,2,57,,,,,,,,
List 1,P97348,RHOD,Rho-related GTP-binding protein RhoD,Both,2,57,,,,,,,,
List 1,P61957,SUMO2,Small ubiquitin-related modifier 2,Both,2,57,,,,,,,,
List 1,Q3UYK3,TBC1D9,TBC1 domain family member 9,Both,2,57,,,,,,,,
List 1,P47963,RPL13,60S ribosomal protein L13,Both,2,56,,,,,,,,
List 1,Q76EC5,CHST9,Carbohydrate sulfotransferase 9,Both,2,56,,,,,,,,
List 1,P24668,M6PR,Cation-dependent mannose-6-phosphate receptor,Both,2,56,,,,,,,,
List 1,Q6NVF4,HELB,DNA helicase B,Both,2,56,,,,,,,,
List 1,A2ALW5,DNAJC25,DnaJ homolog subfamily C member 25,Both,2,56,,,,,,,,
List 1,Q8BM39,PRPF18,Pre-mRNA-splicing factor 18,Both,2,56,,,,,,,,
List 1,Q9D1G1,RAB1B,Ras-related protein Rab-1B,Both,2,56,,,,,,,,
List 1,Q810C1,SLITRK1,SLIT and NTRK-like protein 1,Both,2,56,,,,,,,,
List 1,Q91WQ3,YARS,"Tyrosine--tRNA ligase, cytoplasmic",Both,2,56,,,,,,,,
List 1,Q80VW5,WHRN,Whirlin,Both,2,56,,,,,,,,
List 1,Q8R1N0,ZNF830,Zinc finger protein 830,Both,2,56,,,,,,,,
List 1,Q9D7K5,ATP5SL,ATP synthase subunit s-like protein,Both,2,55,,,,,,,,
List 1,P28652,CAMK2B,Calcium/calmodulin-dependent protein kinase type II subunit beta,Both,2,55,,,,,,,,
List 1,Q8BTW3,EXOSC6,Exosome complex component MTR3,Both,3,55,,,,,,,,
List 1,P09026,HOXB3,Homeobox protein Hox-B3,Both,4,55,,,,,,,,
List 1,Q9EPE9,ATP13A1,Probable cation-transporting ATPase 13A1,Both,2,55,,,,,,,,
List 1,Q91V81,RBM42,RNA-binding protein 42,Both,2,55,,,,,,,,
List 1,Q62093,SFRS2,Serine/arginine-rich splicing factor 2,Both,2,55,,,,,,,,
List 1,Q80TY4,ST18,Suppression of tumorigenicity 18 protein,Both,2,55,,,,,,,,
List 1,Q921T2,TOR1AIP1,Torsin-1A-interacting protein 1,Both,2,55,,,,,,,,
List 1,Q8BMD2,DZIP1,Zinc finger protein DZIP1,Both,2,55,,,,,,,,
List 1,Q9DBS4,ACOXL,Acyl-coenzyme A oxidase-like protein,Both,2,54,,,,,,,,
List 1,Q80SX8,PIF1,ATP-dependent DNA helicase PIF1,Both,4,54,,,,,,,,
List 1,P13864,DNMT1,DNA (cytosine-5)-methyltransferase 1,Both,5,54,,,,,,,,
List 1,Q3U3C9,GSE1,Genetic suppressor element 1,Both,2,54,,,,,,,,
List 1,P11881,ITPR1,"Inositol 1,4,5-trisphosphate receptor type 1",Both,2,54,Yes,,,,,,,
List 1,Q8BX37,PAPL,Iron/zinc purple acid phosphatase-like protein,Both,2,54,,,,,,,,
List 1,P32067,SSB,Lupus La protein homolog,Both,3,54,,,,,,,,
List 1,Q04690,NF1,Neurofibromin,Both,4,54,,,,,,,,
List 1,Q9JHB2,OLFR19,Olfactory receptor 19,Both,2,54,,,,,,,,
List 1,Q03719,KCND1,Potassium voltage-gated channel subfamily D member 1,Both,2,54,,,,,,,,
List 1,O35181,NRG3,"Pro-neuregulin-3, membrane-bound isoform",Both,2,54,,,,,,,,
List 1,P35242,SFTPA1,Pulmonary surfactant-associated protein A,Both,3,54,,,,,,,,
List 1,Q60864,STIP1,Stress-induced-phosphoprotein 1,Both,2,54,,,,,,,,
List 1,P30051,TEAD1,Transcriptional enhancer factor TEF-1,Both,2,54,,,,,,,,
List 1,Q61749,EIF2B4,Translation initiation factor eIF-2B subunit delta,Both,2,54,,,,,,,,
List 1,O35305,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Both,2,54,,,,,,,,
List 1,Q8BX43,RELT,Tumor necrosis factor receptor superfamily member 19L,Both,2,54,,,,,,,,
List 1,Q63886,UGT1A1,UDP-glucuronosyltransferase 1-1,Both,2,54,,,,,,,,
List 1,Q8K268,ABCF3,ATP-binding cassette sub-family F member 3,Both,4,53,,,,,,,,
List 1,Q8C1Z7,BBS4,Bardet-Biedl syndrome 4 protein homolog,Both,2,53,,,,,,,,
List 1,P59764,DOCK4,Dedicator of cytokinesis protein 4,Both,2,53,,,,,,,,
List 1,P59900,EMILIN3,EMILIN-3,Both,2,53,,,,,,,,
List 1,P52793,EFNA1,Ephrin-A1,Both,2,53,,,,,,,,
List 1,Q9DBY0,FOXP4,Forkhead box protein P4,Both,2,53,,,,,,,,
List 1,Q9WTX2,PRKRA,Interferon-inducible double stranded RNA-dependent protein kinase activator A,Both,2,53,,,,,,,,
List 1,P81066,IRX2,Iroquois-class homeodomain protein IRX-2,Both,2,53,,,,,,,,
List 1,Q9JJ78,PBK,Lymphokine-activated killer T-cell-originated protein kinase,Both,2,53,,,,,,,,
List 1,Q9QZQ0,NPAS3,Neuronal PAS domain-containing protein 3,Both,2,53,,,,,,,,
List 1,Q80U70,SUZ12,Polycomb protein Suz12,Both,2,53,,,,,,,,
List 1,Q99NH7,SLC26A5,Prestin,Both,2,53,,,,,,,,
List 1,Q80X91,GRRP1,Protein FAM110D,Both,2,53,,,,,,,,
List 1,Q3UW53,NIBAN,Protein Niban,Both,2,53,,,,,,,,
List 1,Q9CR23,TMEM9,Transmembrane protein 9,Both,2,53,,,,,,,,
List 1,Q80ZS3,MRPS26,"28S ribosomal protein S26, mitochondrial",Both,2,52,,,,,,,,
